beta0,beta1,beta2,beta3,sigma,chain
19.205534,28.412445,-31.65134,1.8647186,231.40028,chain_1
16.032497,7.0061603,-14.302521,10.497835,91.92269,chain_1
17.850817,20.805298,0.26049304,-21.087355,78.686554,chain_1
20.037434,5.5288544,-5.1976047,-0.6954464,105.64403,chain_1
20.208565,18.31434,-40.163082,23.067759,222.07733,chain_1
20.90335,15.726197,-49.569202,30.19658,251.16322,chain_1
20.93969,15.879344,-49.196815,30.624353,248.33109,chain_1
18.178337,43.604942,-70.841255,27.168875,334.38644,chain_1
20.073633,74.01683,-98.974556,20.030397,259.87537,chain_1
17.981733,57.897564,-58.436073,6.156985,459.0462,chain_1
19.463373,52.004845,-59.226288,5.221485,280.53973,chain_1
20.206669,-22.77464,8.603531,14.359976,214.29292,chain_1
21.873426,-3.5302854,13.575769,-15.056534,113.94739,chain_1
16.709507,26.153555,-1.0249741,-20.561348,244.90613,chain_1
14.206269,25.68502,-10.711651,-14.322216,159.6725,chain_1
14.056704,3.8519835,21.941994,-26.253931,142.24251,chain_1
15.881484,14.956451,9.407843,-23.0625,132.07242,chain_1
15.360218,-20.089949,28.96863,-10.225314,135.38435,chain_1
14.163059,18.650812,-14.270654,-0.07519007,294.2093,chain_1
16.555807,6.6458244,16.853882,-21.28268,75.8695,chain_1
15.404253,-16.595016,13.178884,6.0600305,80.99711,chain_1
22.251097,18.929474,-16.189278,0.2686981,175.26128,chain_1
24.61478,7.0564976,9.52941,-17.670496,124.19396,chain_1
25.658142,4.799099,10.540098,-15.618085,146.89548,chain_1
8.79292,4.820198,-7.954237,4.2392755,151.03302,chain_1
9.50533,6.9772263,-6.6373215,4.522705,174.08588,chain_1
19.874043,24.213346,-1.4571462,-20.111639,104.8136,chain_1
17.548248,8.18205,5.0114636,-9.900938,145.8957,chain_1
16.991028,-2.8740294,12.873232,-11.61231,111.46826,chain_1
17.07339,-0.9319675,15.003558,-10.173147,112.9078,chain_1
14.170659,22.56466,3.1801083,-21.874462,113.27952,chain_1
14.0468855,23.523329,3.0518935,-23.759678,111.99817,chain_1
18.775684,25.049906,-19.609926,-6.5603814,78.74241,chain_1
17.880125,-7.697303,-0.9537535,7.4718037,136.6531,chain_1
20.71971,13.272902,-5.7025375,-11.825952,190.95122,chain_1
24.78514,10.289317,-3.714547,-3.415707,135.11464,chain_1
24.498594,9.601278,-3.8781853,-2.1513379,141.83003,chain_1
20.729181,9.71985,-18.883327,8.175971,259.66528,chain_1
20.97315,10.616423,-18.649794,7.39669,277.44846,chain_1
19.20856,7.0323396,1.2845465,-9.175517,111.58031,chain_1
19.009922,14.565923,21.313566,-32.34744,121.61907,chain_1
21.305288,36.596222,-22.823624,-10.906299,151.70377,chain_1
17.340147,12.7011595,12.937063,-29.298807,121.54196,chain_1
18.222555,-3.9486322,-2.1337519,8.260262,105.13049,chain_1
16.637657,2.4355204,8.518307,-10.563258,82.56144,chain_1
18.925722,4.761543,8.719449,-13.167152,102.645065,chain_1
16.206097,14.457225,4.2383084,-18.839323,100.289,chain_1
19.312952,1.0379542,-4.5117908,1.5728748,145.17412,chain_1
19.379988,13.862052,-25.734192,11.797127,124.62311,chain_1
17.504175,9.845179,-11.244486,3.1962078,106.896614,chain_1
19.401407,12.594392,-11.853751,-0.9556709,99.184906,chain_1
11.537439,1.7702627,0.091299295,-0.55647504,115.88953,chain_1
21.29227,6.933591,3.3376215,-11.706316,169.42494,chain_1
19.115742,0.48197576,25.007833,-24.024168,145.2624,chain_1
20.424927,-2.8075397,18.008305,-15.372896,112.12449,chain_1
16.279676,16.236353,-10.09963,-5.796854,96.43371,chain_1
17.472883,8.063726,-22.650814,14.815352,107.56695,chain_1
18.001244,-3.2230325,38.164677,-35.839684,100.86831,chain_1
16.70527,20.750595,-35.381695,14.468619,102.11032,chain_1
19.509972,7.266176,-4.0918818,-2.7491245,126.13031,chain_1
16.380783,16.456327,1.7440434,-18.783459,79.48012,chain_1
15.000736,9.623623,-13.35111,0.55125755,132.76857,chain_1
13.279846,12.396517,-11.715667,2.0581934,143.49033,chain_1
16.620684,8.858553,14.662353,-27.250147,130.50081,chain_1
17.317995,5.3575563,27.68802,-35.782684,116.1419,chain_1
17.178095,23.220476,-50.65636,23.179312,99.781,chain_1
13.306636,28.244127,-51.045315,18.430998,94.62832,chain_1
21.491955,20.607746,5.912573,-21.456686,137.18239,chain_1
20.992128,19.775923,9.137768,-25.266645,148.23203,chain_1
12.43413,4.9548283,-9.41942,7.867348,116.576454,chain_1
11.960839,20.387915,-36.34007,14.646699,146.6838,chain_1
17.745317,19.765978,-16.578238,-3.008247,204.86212,chain_1
18.114481,-16.54616,30.327631,-13.088125,100.198616,chain_1
14.474407,-23.734854,29.384613,-4.3761888,148.16179,chain_1
14.86861,-33.72395,32.50544,-0.33020344,106.48184,chain_1
18.576124,28.390676,5.240719,-31.887482,132.83778,chain_1
15.035909,41.411575,-1.8283135,-37.65803,160.79544,chain_1
14.9145355,41.109905,7.5320535,-47.86462,142.95053,chain_1
15.253902,41.870914,10.674238,-47.853817,145.11197,chain_1
22.306257,6.5440655,-12.45196,6.1215973,340.42603,chain_1
18.666536,9.92778,-21.840311,10.038273,407.9895,chain_1
20.583336,22.236887,-11.747907,-13.176697,362.0764,chain_1
19.807821,2.5646372,-0.8920131,-6.9591837,226.9459,chain_1
13.811438,2.3801482,-15.967467,15.812517,336.27066,chain_1
12.830952,-1.3550876,-12.728412,14.49617,284.3883,chain_1
13.619117,-0.14323914,-17.10227,16.924692,105.75243,chain_1
17.084501,18.071499,-4.129663,-12.4904995,127.96613,chain_1
15.728665,14.55014,-6.201962,-9.835929,163.609,chain_1
18.294321,33.234386,-37.47537,4.516562,84.730736,chain_1
18.198736,-6.3455687,47.284946,-38.191395,225.5328,chain_1
17.501663,-0.69424224,-8.918524,8.377384,76.54722,chain_1
17.890957,-0.7121514,-9.042608,10.891135,83.350464,chain_1
19.719025,30.921917,-20.267662,-10.308239,86.384346,chain_1
20.64423,29.141546,-35.867798,3.6407228,117.97031,chain_1
21.043158,32.40538,-33.90409,8.216052,105.913216,chain_1
13.895715,-6.2491856,26.463787,-18.942276,124.00419,chain_1
12.616493,-16.327913,36.240475,-18.572027,111.60047,chain_1
13.19086,-3.4077542,25.733719,-23.984484,136.08719,chain_1
13.069553,-2.377414,34.086155,-34.78982,105.26704,chain_1
21.635714,15.834935,-9.039005,-10.447841,149.55942,chain_1
21.036589,26.852377,-21.90604,-1.1625264,141.28296,chain_1
17.77524,-6.468375,-6.670214,11.854211,170.26187,chain_1
16.617775,-15.213564,12.123823,4.1862044,190.72609,chain_1
17.514143,-9.4585285,11.089876,-0.69126266,197.77007,chain_1
17.696007,0.42550468,-0.4009275,-3.1289945,191.20268,chain_1
16.457127,-1.2813679,14.303678,-8.6508045,174.40527,chain_1
16.53258,-7.00237,8.554484,2.492867,196.13297,chain_1
22.538588,8.435426,4.4948783,-6.3277297,165.20683,chain_1
15.580796,7.6194334,23.112072,-31.937471,106.62553,chain_1
16.761967,23.149158,-7.1376715,-12.025159,210.52986,chain_1
16.262741,38.86568,-28.493505,-6.497948,261.5539,chain_1
24.089909,-14.646751,35.396297,-23.391174,94.723305,chain_1
16.88711,-3.004452,18.23302,-12.466824,148.40538,chain_1
16.550312,4.7482285,-6.0066576,7.8755083,140.66626,chain_1
16.66469,-14.12749,-14.3652725,27.064217,152.18202,chain_1
19.288456,33.86324,-4.145403,-28.23292,87.069466,chain_1
14.288835,8.620039,15.700013,-26.476587,103.66453,chain_1
14.862111,8.903854,16.454464,-23.989662,109.912926,chain_1
13.704179,22.154856,-27.255383,3.4645813,103.330864,chain_1
14.429726,30.71617,-25.772623,-6.586763,117.010956,chain_1
24.144964,47.268982,-59.058216,13.396222,130.35626,chain_1
20.931421,42.821274,-51.376488,11.027352,123.72217,chain_1
13.13343,-3.4148173,27.687721,-22.090378,180.11765,chain_1
16.999474,-6.599636,38.168137,-34.140896,191.38129,chain_1
16.865978,-6.3692036,28.243048,-20.808691,169.07227,chain_1
15.947921,-9.984175,24.883875,-18.971498,191.74246,chain_1
12.93558,-17.106983,11.281617,0.457635,237.30066,chain_1
13.608343,-14.609498,15.637947,1.2784247,195.50252,chain_1
17.138268,5.8123875,18.755438,-25.9448,135.37958,chain_1
17.178473,7.0747514,20.87013,-26.069101,135.03961,chain_1
16.068378,4.4080725,21.195671,-27.276672,103.86789,chain_1
23.137768,3.2362738,7.258179,-10.281489,121.45014,chain_1
11.82575,2.3032827,9.317895,-9.69428,134.79675,chain_1
13.423787,2.6924772,5.21625,-6.6598854,125.823044,chain_1
15.594348,-13.263834,4.8508263,10.134802,92.064995,chain_1
15.603396,5.6656585,2.0887868,-6.095373,118.73007,chain_1
18.354858,23.398346,-38.825203,15.6796465,219.56824,chain_1
20.909248,13.810659,-29.18916,14.943428,194.71767,chain_1
15.662431,4.8390427,-25.436201,16.840418,117.52377,chain_1
14.621295,13.325518,-21.056545,6.9469337,242.0125,chain_1
13.599189,7.6890783,-17.634209,10.955936,227.36607,chain_1
19.624311,9.927671,11.51167,-20.702005,68.039604,chain_1
19.670938,12.022705,6.164538,-17.661573,71.37514,chain_1
18.73007,4.589311,6.1102614,-7.9832535,173.11372,chain_1
15.771144,18.22497,-1.20135,-14.464144,75.41989,chain_1
16.935677,10.920181,7.8194833,-17.933601,81.814285,chain_1
18.173637,14.189605,-26.150476,11.03095,78.32763,chain_1
15.275221,-1.3891459,-3.768587,6.064208,96.49221,chain_1
15.275221,-1.3891459,-3.768587,6.064208,96.49221,chain_1
18.088701,8.038551,-18.311543,12.81034,102.39136,chain_1
19.111486,4.8444843,-1.1869073,-8.717316,92.398315,chain_1
16.380947,20.937315,-24.124737,-1.2802312,166.34155,chain_1
16.606722,23.576162,-19.997284,1.2799612,160.0029,chain_1
15.254939,26.667477,-4.22531,-17.355724,174.07028,chain_1
18.59329,25.092455,-41.514614,14.712329,130.27467,chain_1
19.46084,-7.1998887,23.810501,-14.002159,73.02672,chain_1
18.018274,3.3939905,23.321527,-24.765856,106.38754,chain_1
15.083174,0.6049982,-12.139864,7.9731054,133.26984,chain_1
15.472448,29.502605,-2.8671293,-30.693691,136.47092,chain_1
19.372019,-5.187887,-6.188507,15.625113,108.21801,chain_1
22.09473,44.26851,-13.420917,-27.574213,294.26456,chain_1
22.098282,37.417274,-24.804783,-9.748767,161.20062,chain_1
22.580408,3.060627,-2.6525695,-2.839016,135.97101,chain_1
13.123533,15.337542,-0.6050129,-13.054005,87.23287,chain_1
25.449947,13.676911,7.1218524,-18.351366,196.42657,chain_1
19.826298,-9.468739,13.947645,-5.1032834,109.67241,chain_1
14.224281,20.453978,14.397783,-33.42907,149.12161,chain_1
20.887398,8.891701,-27.88651,20.497274,114.15111,chain_1
20.866507,11.207981,-29.758606,22.782333,108.514565,chain_1
16.305271,-4.0365195,1.9613519,-6.9761076,280.3385,chain_1
16.386282,0.21960783,4.500093,-6.0699697,260.11414,chain_1
18.48249,-8.194232,30.336231,-21.863075,70.71741,chain_1
20.705214,2.278236,11.171167,-13.001301,150.88841,chain_1
15.329264,4.6933203,5.2769313,-9.754571,119.90529,chain_1
16.136833,6.556883,-3.2481327,-3.0677922,159.71492,chain_1
15.842359,3.2797365,-5.5266066,0.008299947,172.35391,chain_1
16.687817,-2.7902389,-9.674976,14.0470915,159.236,chain_1
17.48491,13.749046,1.6545033,-14.940951,117.00555,chain_1
16.931746,23.652687,-30.496264,5.5979443,197.37796,chain_1
14.887165,29.105288,-48.642155,16.47228,177.14365,chain_1
14.865734,31.74159,-45.716362,17.219927,177.12793,chain_1
19.018621,-3.7238345,30.745508,-28.117016,123.11841,chain_1
15.209491,-1.9109517,26.823244,-26.725794,102.239525,chain_1
14.985295,3.2784705,21.32899,-26.576181,116.94787,chain_1
15.296454,4.6281724,25.436712,-31.547094,117.05577,chain_1
20.484001,-8.308396,25.499159,-15.452007,143.58505,chain_1
17.184752,25.995932,4.0933084,-28.564754,182.80348,chain_1
17.880537,-9.575664,5.269409,1.4647019,69.89279,chain_1
16.705753,27.93955,-0.8534118,-24.983955,166.65468,chain_1
14.651316,23.87265,-34.607803,16.654152,161.35728,chain_1
21.051577,1.9883078,0.020637035,-5.116906,111.92545,chain_1
19.052681,34.733223,-3.057009,-28.42322,133.11742,chain_1
18.498177,27.439217,-8.129244,-22.686213,126.55135,chain_1
18.82327,29.104969,-6.133277,-24.664413,127.65458,chain_1
16.799398,28.45395,13.185456,-40.27652,138.94653,chain_1
13.871521,1.98583,2.4044602,-5.851308,151.30217,chain_1
15.212493,5.288063,12.235479,-18.064245,171.31216,chain_1
12.853984,33.540634,4.564515,-33.627544,147.65842,chain_1
20.065863,-23.553917,23.490461,1.0329902,127.6345,chain_1
17.8905,-18.280445,1.8767711,16.113806,119.33433,chain_1
13.361033,41.04503,-8.54366,-33.667942,214.68658,chain_1
22.078163,2.2611527,3.4286628,-8.592942,115.12406,chain_1
20.19359,-17.219622,32.088684,-10.71943,150.65245,chain_1
20.829823,-4.0755653,20.31156,-20.25875,172.27544,chain_1
14.84388,7.424902,-8.378608,-0.14467978,62.67205,chain_1
13.816082,9.540385,-15.072973,2.4540849,67.080574,chain_1
19.704859,16.022736,6.625819,-25.268213,147.72653,chain_1
20.16444,-16.139,22.71707,-6.301008,111.889915,chain_1
14.798513,-7.4547534,25.734295,-16.823101,149.01514,chain_1
14.234918,-11.866671,26.462906,-13.177835,152.11339,chain_1
18.683298,20.810883,-31.634338,14.272022,114.02251,chain_1
18.934832,43.071205,-19.380394,-18.804075,177.65796,chain_1
17.741428,36.768345,-27.727198,-9.856,233.704,chain_1
17.854898,20.44269,-5.316,-17.508709,291.5291,chain_1
18.999224,20.742105,-2.8559651,-14.212243,271.08572,chain_1
23.717545,-44.01805,62.992832,-22.61966,197.33383,chain_1
17.689604,-19.026619,22.942083,-8.025637,257.7925,chain_1
13.957933,34.205364,-21.886236,-7.0222607,138.20197,chain_1
15.077162,32.69499,-24.981424,-9.94505,117.69409,chain_1
14.474382,39.13296,-24.813742,-10.5270195,114.03838,chain_1
13.317672,40.479893,-22.004616,-14.713334,105.96525,chain_1
17.45021,-23.866936,15.10803,5.859626,133.6541,chain_1
14.25219,33.053482,-32.033817,-3.075742,112.86872,chain_1
14.1484375,33.8556,-53.404762,23.02084,125.419014,chain_1
16.951344,8.289917,-19.393036,8.354703,126.20924,chain_1
19.536371,20.240469,6.321784,-28.074005,160.09998,chain_1
12.420074,-21.367744,25.017782,-0.65339875,123.86248,chain_1
23.691467,18.489235,1.8786539,-19.926443,149.9611,chain_1
12.506859,9.147878,-4.0682187,-4.337077,104.811554,chain_1
11.393692,13.185626,-1.9215746,-11.030449,103.57845,chain_1
20.430227,31.177126,-16.020502,-12.83085,111.65247,chain_1
21.273643,24.234848,-12.772341,-13.885534,109.40175,chain_1
14.462445,6.582214,-15.326872,5.815877,135.82553,chain_1
19.709322,6.0275426,18.208027,-27.563393,88.868,chain_1
19.889008,6.107527,16.9455,-28.03277,90.61808,chain_1
21.181396,12.703358,-8.18615,-8.608763,86.01901,chain_1
21.424109,14.034968,-5.9936595,-6.001974,84.45789,chain_1
16.827616,7.88564,4.29662,-9.236308,172.64929,chain_1
18.158491,5.161363,13.081244,-23.056139,97.574486,chain_1
20.89582,33.0905,-37.9915,8.809648,186.37358,chain_1
23.158005,24.811167,-2.4821515,-24.070107,191.21764,chain_1
19.400972,25.231226,-16.991812,-9.973906,208.054,chain_1
17.130293,-9.653851,9.676428,1.4466984,60.285637,chain_1
17.574055,-5.755768,9.018242,-2.6607847,69.03202,chain_1
17.037619,5.723027,-13.481606,5.958578,93.621445,chain_1
15.489233,4.880435,-18.019154,12.350136,81.31358,chain_1
19.36479,3.391963,20.184143,-18.631403,83.79796,chain_1
17.493765,10.508606,-26.95162,21.143715,162.99445,chain_1
18.041254,-5.03434,-12.907806,20.487785,182.21187,chain_1
14.520992,21.636126,-37.493526,13.550743,150.12408,chain_1
17.389421,-10.689039,25.897839,-17.93902,103.13264,chain_1
19.864506,1.564364,19.351374,-22.941402,106.65314,chain_1
18.193167,-2.4099603,0.9408807,4.9302416,167.30225,chain_1
18.966516,9.827378,-1.2390888,-10.309472,138.19934,chain_1
19.957598,7.5818377,-0.8762263,-10.839479,174.71208,chain_1
18.903553,3.4131293,6.7818565,-14.173874,143.00815,chain_1
18.657127,4.2910275,9.498489,-15.420482,143.34158,chain_1
19.441236,-3.4875796,7.729075,-5.6607685,103.43695,chain_1
16.751589,7.9409337,3.9737165,-12.842013,156.56938,chain_1
17.456615,-0.55604124,10.071732,-8.7649145,161.37651,chain_1
17.190172,3.0454767,-5.584222,-1.2233576,200.78528,chain_1
19.588375,23.867405,-8.009151,-15.899057,90.46918,chain_1
19.429432,26.97177,-7.5610366,-18.04379,83.42458,chain_1
16.75719,14.016989,-4.426384,-12.347586,85.866486,chain_1
18.178434,2.0775018,8.119335,-7.4275026,69.54051,chain_1
18.906004,10.247745,4.656977,-14.017371,96.317986,chain_1
18.677706,0.33090198,12.073077,-11.921292,79.176704,chain_1
17.734573,10.444756,-10.536938,0.90903676,85.50954,chain_1
20.273506,16.889496,-19.49487,0.43531096,235.04855,chain_1
20.952232,14.460449,-13.864254,-1.0317196,289.71222,chain_1
20.535812,-14.5976925,6.2662616,7.351308,234.60268,chain_1
18.828892,-6.1180644,31.756176,-28.890455,145.37321,chain_1
17.940609,-8.415919,33.217667,-24.923449,144.0458,chain_1
17.508575,-8.313716,-1.6910869,11.633026,147.25967,chain_1
14.391828,12.758978,-23.785206,9.816684,116.9075,chain_1
15.432961,19.343212,-23.516474,2.5678768,114.33104,chain_1
14.93541,20.921566,-19.781673,-2.6976023,111.51696,chain_1
18.104546,24.368534,-4.1288037,-23.74072,106.34271,chain_1
18.38173,27.814837,-9.943769,-18.373768,112.78054,chain_1
14.518821,10.36308,-3.0834131,-4.6708684,68.28985,chain_1
15.624665,6.4846754,-9.1880045,1.911287,70.76204,chain_1
20.478456,20.557117,-14.63629,-7.637823,144.31497,chain_1
18.788416,0.0093472,1.4323292,-1.4275011,84.19211,chain_1
16.989536,39.091682,-29.196688,-8.646158,106.69902,chain_1
17.402029,5.3166876,19.894262,-23.223988,183.60928,chain_1
18.021484,-21.934546,26.155613,-6.170221,95.48344,chain_1
14.454973,15.110552,-11.925524,-5.6978164,120.898224,chain_1
14.345223,8.829874,2.7337923,-10.849431,106.01422,chain_1
17.158606,15.648318,-0.89706427,-17.302116,97.36032,chain_1
18.409657,4.142044,14.767307,-18.812532,73.4003,chain_1
17.890467,-9.285291,26.270382,-13.447019,227.63283,chain_1
16.549791,-7.2558985,5.6556764,8.430043,179.53198,chain_1
16.625664,-11.548664,-11.432663,14.631756,182.25368,chain_1
15.254087,7.997471,-28.497042,13.168413,241.73062,chain_1
12.084656,46.717686,-49.273396,0.5292587,206.28406,chain_1
8.678142,35.961678,-47.372845,7.550651,221.14888,chain_1
11.622909,37.146942,-43.056282,1.886357,287.443,chain_1
11.496456,33.933884,-39.586063,3.45365,149.79474,chain_1
14.098239,49.13783,-36.240467,-14.518133,232.14262,chain_1
15.503839,40.66541,-38.78345,0.348449,137.68353,chain_1
19.815937,-7.625211,15.218624,-9.524722,60.85531,chain_1
22.268763,9.931715,19.17247,-31.088001,192.42813,chain_1
19.716608,5.5839953,13.292778,-17.15212,150.71654,chain_1
19.01671,9.213531,6.390819,-13.240826,102.21696,chain_1
17.717804,9.825411,5.3832192,-12.399474,92.268036,chain_1
19.385693,21.285072,7.372905,-23.947927,73.6548,chain_1
19.701256,10.580277,-10.535797,2.465171,84.69192,chain_1
13.539216,2.9485047,-0.8543782,-4.694116,164.36497,chain_1
16.12062,-3.113894,14.093915,-13.205032,172.5757,chain_1
16.324923,-1.4422679,17.754452,-8.736391,181.28215,chain_1
16.06955,-10.049156,17.723993,-11.095627,160.2558,chain_1
17.949032,7.940238,18.696264,-27.977821,126.59082,chain_1
16.421667,19.305912,-0.61009383,-17.302359,131.91344,chain_1
20.293072,14.439757,-17.046238,4.376843,143.68813,chain_1
11.471027,-8.890086,13.269389,-3.3059886,127.46621,chain_1
22.11111,1.5823793,5.984779,-9.538945,122.751274,chain_1
21.745962,1.5391045,6.6045337,-7.3321195,120.64495,chain_1
23.663387,10.577138,9.171951,-17.993404,314.9456,chain_1
13.565712,3.310552,37.968678,-36.073944,107.023605,chain_1
14.511093,-11.27515,16.260876,-5.5265393,260.0737,chain_1
18.661722,-19.226358,23.855484,-1.7360522,309.83743,chain_1
18.037317,-0.7098024,23.043316,-22.422722,268.65054,chain_1
12.196679,5.9294367,-26.62104,21.049057,121.86044,chain_1
13.831308,15.015152,-31.80919,16.873083,112.895096,chain_1
19.388395,21.479713,2.6474953,-25.510338,122.44629,chain_1
23.149536,2.2623336,29.038488,-33.042522,180.07831,chain_1
22.777292,2.5368586,27.393732,-26.391232,163.19704,chain_1
23.149937,-2.757402,13.196978,-6.586001,185.63034,chain_1
16.855942,0.26542175,29.346544,-32.968742,124.48134,chain_1
17.881147,24.418098,9.627675,-32.936066,176.78687,chain_1
17.051529,8.129772,-29.59701,20.87228,92.417046,chain_1
20.315456,21.401684,-29.113117,7.590353,127.4312,chain_1
16.185055,27.05694,-46.925373,20.907774,144.67946,chain_1
16.546793,12.001371,-50.721577,36.401657,124.30991,chain_1
13.929323,40.1172,-35.97039,-7.003826,201.92833,chain_1
23.170902,26.45214,-38.774624,8.720668,156.44511,chain_1
16.255356,43.595192,-26.625486,-19.210918,220.66391,chain_1
18.868439,48.626053,-36.642128,-9.876653,201.92284,chain_1
23.068512,44.69175,-25.134357,-20.666801,177.8222,chain_1
13.119377,11.323865,-20.833488,8.924453,188.20929,chain_1
12.501719,9.095234,-20.228834,8.953044,183.7114,chain_1
15.685396,20.42901,-10.49719,-11.879145,72.85146,chain_1
16.269924,25.796976,-16.577076,-10.935282,96.69644,chain_1
16.949615,25.600447,-12.201802,-15.683612,109.68679,chain_1
17.335985,25.501133,-16.611574,-10.595014,109.22536,chain_1
14.680455,16.484741,-5.0212617,-12.915408,158.55115,chain_1
19.362812,4.694932,-6.6785026,2.9416544,101.91225,chain_1
19.356953,2.9800014,0.92683184,-3.8126955,106.042336,chain_1
14.530422,-2.4127853,6.918256,-2.8945405,138.7348,chain_1
14.480264,4.155346,-2.7709105,-0.4652573,110.75053,chain_1
15.860739,26.504744,1.8771936,-31.021667,112.2129,chain_1
20.038704,16.093334,3.3922274,-17.448921,93.12158,chain_1
13.56038,21.775728,-20.982481,3.5038,276.5251,chain_1
18.395683,19.620075,-42.05766,23.3448,129.01886,chain_1
17.621506,4.741103,-30.78875,26.332111,149.81438,chain_1
19.424261,35.381092,-38.14422,3.5613556,143.95874,chain_1
19.292524,36.91104,-50.04007,9.375999,161.57655,chain_1
19.797762,31.678595,-29.940512,-5.14255,172.37741,chain_1
20.231045,-16.072794,17.376123,-2.9005337,146.92644,chain_1
19.040777,-13.714929,18.043758,-2.997776,144.70616,chain_1
18.955704,26.23636,-20.277014,-4.355212,85.79437,chain_1
18.774515,24.867546,-19.77956,-4.392746,92.538795,chain_1
19.834455,29.632263,-27.059324,-4.5349703,80.2831,chain_1
16.284595,8.505553,-16.389172,5.6362405,106.73352,chain_1
16.97282,17.378796,-16.887114,-0.11883119,69.26617,chain_1
19.353941,2.1716852,-8.619512,7.280706,115.002365,chain_1
17.433268,-0.5854583,-4.482054,3.3871274,130.86653,chain_1
21.730091,16.619375,4.7544956,-22.547596,84.3158,chain_1
16.056927,16.605148,-15.62561,-2.0053053,182.40373,chain_1
16.683262,15.208246,-14.633757,-1.1526035,181.6952,chain_1
23.191235,39.411854,-15.724408,-24.46604,221.74316,chain_1
19.204275,18.310852,-8.414232,-9.818074,236.348,chain_1
17.371498,13.884463,-16.848503,1.4266093,77.251175,chain_1
17.064123,20.507435,-18.486588,-2.5922725,92.036285,chain_1
17.99739,-2.594071,4.727061,-1.4377052,117.85741,chain_1
21.42556,0.9129925,-6.173065,5.4713397,112.54744,chain_1
19.876223,20.198418,-29.2283,10.848817,97.58784,chain_1
15.947337,29.568634,-32.286377,4.9167876,113.91452,chain_1
17.52828,-6.8969398,23.849049,-17.524075,78.65392,chain_1
19.811632,-0.060507536,-3.8057432,0.5090627,117.25895,chain_1
16.932297,13.563038,6.3261876,-18.46083,88.85253,chain_1
16.940428,10.871222,3.929277,-18.08778,87.38491,chain_1
18.11572,15.57233,4.2385445,-22.948551,73.44144,chain_1
17.980873,14.72658,4.870321,-18.267748,69.92063,chain_1
18.958172,8.928019,-4.7542014,-4.85893,139.68344,chain_1
17.190193,25.981153,-38.5578,11.906494,87.86889,chain_1
18.639063,-25.394802,62.267853,-33.00963,172.36295,chain_1
18.91084,4.5866923,-3.6575494,-0.6955509,148.61443,chain_1
16.413889,-19.627275,11.719134,8.398342,140.6393,chain_1
18.508236,27.058817,5.876912,-31.15094,107.630165,chain_1
16.524855,14.879816,-16.236412,-0.9106293,94.932076,chain_1
16.553976,15.84312,-13.094195,-0.06681657,94.47656,chain_1
19.47088,26.529047,-17.683784,-5.4682136,105.40311,chain_1
19.660322,26.75957,-16.945015,-4.77434,102.35065,chain_1
19.680899,26.234385,-18.577236,-5.0585823,103.00952,chain_1
16.54193,22.961046,6.103199,-27.873009,185.37753,chain_1
20.770283,-7.9943423,16.488365,-10.038271,96.80541,chain_1
14.866131,14.676859,-1.4564843,-13.740267,65.75088,chain_1
21.49083,4.33449,-8.894149,4.1945224,153.7651,chain_1
19.55472,-13.112196,7.7259088,5.2825994,162.31781,chain_1
15.643177,34.76609,-10.824145,-17.276571,134.37338,chain_1
14.937047,33.108685,-8.987,-23.151236,147.00072,chain_1
19.037647,-6.967825,22.800995,-16.836264,99.715836,chain_1
18.39711,35.054245,-26.93195,-7.207173,120.00681,chain_1
21.877876,2.0973287,-14.111092,13.224543,111.846596,chain_1
11.151754,16.70863,5.2531347,-17.135366,159.70578,chain_1
13.732413,9.973759,14.655548,-25.146843,144.432,chain_1
20.47022,-32.4172,51.154736,-13.171011,183.02101,chain_1
20.897585,-26.185095,42.227074,-15.80262,177.19128,chain_1
20.104755,-21.810358,39.764977,-17.782568,226.09767,chain_1
13.827299,18.931677,-20.84458,2.1031122,92.08049,chain_1
16.647497,9.388683,-11.883265,3.8145177,98.24814,chain_1
18.353075,20.400879,29.110168,-52.030693,132.47842,chain_1
17.31074,-19.046854,17.076752,3.1005983,170.0056,chain_1
17.691597,-6.2873745,14.728715,-3.159086,169.18575,chain_1
13.86752,-0.7501677,-3.6957648,1.2150905,111.728905,chain_1
14.488707,16.67645,-17.408918,-0.92624205,103.614174,chain_1
17.991156,10.60974,-19.087381,3.3388143,75.35044,chain_1
18.17963,7.3872695,1.8164755,-3.861001,84.30451,chain_1
17.262108,3.9150205,-4.32198,-4.4381027,100.42491,chain_1
18.790882,25.328325,-34.270645,8.226085,94.08862,chain_1
16.940037,16.153711,9.235918,-27.907314,155.55894,chain_1
16.25488,17.58347,-36.69472,17.964958,100.47166,chain_1
17.697195,27.025595,-33.008686,7.603704,137.03346,chain_1
18.47332,41.33941,-45.676636,3.0853672,138.41406,chain_1
16.719664,14.777317,-26.860765,10.972509,122.74466,chain_1
18.05802,6.230944,-13.297178,3.9673061,96.49534,chain_1
17.788332,32.92024,-9.270737,-20.01218,107.21484,chain_1
14.056,-6.6977844,-8.860513,19.119917,120.44612,chain_1
14.084928,-7.4022985,-11.627952,17.345215,122.280876,chain_1
21.537506,8.631975,21.393528,-31.400768,118.664696,chain_1
20.463242,0.76576036,-6.039402,2.8597877,201.49666,chain_1
20.5906,8.375328,4.826334,-14.742258,190.13649,chain_1
20.542616,7.0491366,6.1261435,-11.896637,178.31927,chain_1
